id,year,date,draft_res_num,record,url_for_res,url_for_record,num_pms,canonical_topic,full_resolution_name,description,historical_context,china_veto,russia_veto,france_veto,us_veto,uk_veto,last_update,total_vetoes,enhanced_description,enhanced_historical_context,primary_countries,primary_regions,conflict_type,geographic_tags,topic_tags,processing_timestamp
140,1974,1974-07-31,S/11400/Rev. 1,1788,http://www.un.org/ga/search/view_doc.asp?symbol=S/11400/Rev.1,https://undocs.org/en/S/PV.1788(OR),1,Cyprus,The situation in Cyprus,The situation in Cyprus,,0,1,0,0,0,2025-09-24,1,"The 1974 UN Security Council resolution S/11400/Rev. 1 addressed the escalating tensions and conflict in Cyprus, particularly following the Turkish invasion of the island in July of that year. The resolution sought to reaffirm the sovereignty and territorial integrity of Cyprus while calling for an immediate ceasefire and the withdrawal of foreign troops, amidst fears of a broader regional conflict involving Greece and Turkey.","In 1974, Cyprus was embroiled in a severe crisis following a coup d'état by Greek Cypriots who sought to unite the island with Greece, which prompted Turkey to intervene militarily. This intervention resulted in the division of the island into a Turkish-controlled north and a Greek-controlled south, heightening tensions not only between the two communities on the island but also between Greece and Turkey, both NATO allies, thereby complicating the geopolitical landscape of the Eastern Mediterranean.","[""Cyprus"", ""Turkey"", ""Greece""]","[""Eastern Mediterranean""]",territorial_dispute,"[[""Europe"", ""Southern Europe"", ""CY""], [""Europe"", ""Southern Europe"", ""TR""], [""Europe"", ""Southern Europe"", ""GR""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""MAINTENANCE OF PEACE AND SECURITY"", ""CEASEFIRES""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""DIPLOMATIC RELATIONS""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""COUPS D'ETAT""]]",2025-09-27T15:11:27.128272
141,1973,1973-07-26,S/10974,1735,http://www.un.org/ga/search/view_doc.asp?symbol=S/10974,https://undocs.org/en/S/PV.1735(OR),1,Middle East,The situation in the Middle East,The situation in the Middle East,,0,0,0,1,0,2025-09-24,1,"The resolution S/10974 addressed the ongoing conflict in the Middle East, particularly in the context of the Yom Kippur War, which erupted in October 1973 when Egypt and Syria launched a surprise attack on Israel to reclaim territories lost during the 1967 Six-Day War. The resolution sought to address the urgent need for a ceasefire and the restoration of peace in the region amidst escalating military confrontations and significant casualties.","In 1973, the Middle East was marked by heightened tensions following the 1967 Six-Day War, which resulted in Israel's occupation of the Sinai Peninsula, the Golan Heights, and the West Bank. The geopolitical landscape was further complicated by Cold War dynamics, with the United States and the Soviet Union supporting opposing sides in the conflict, leading to a volatile environment that necessitated international intervention through the UN Security Council.","[""Israel"", ""Egypt"", ""Syria"", ""Jordan"", ""United States"", ""Soviet Union""]","[""Middle East"", ""Sinai Peninsula"", ""Golan Heights""]",military_conflict,"[[""Asia"", ""Western Asia"", ""IL""], [""Asia"", ""Western Asia"", ""EG""], [""Asia"", ""Western Asia"", ""SY""], [""North America"", ""Northern America"", ""US""], [""Europe"", ""Eastern Europe"", ""RU""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""MAINTENANCE OF PEACE AND SECURITY"", ""CEASEFIRES""], [""POLITICAL AND LEGAL QUESTIONS"", ""DISARMAMENT AND MILITARY QUESTIONS"", ""ARMED CONFLICTS""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""DIPLOMACY""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""POLITICAL CONDITIONS""]]",2025-09-27T15:11:46.127681
142,1973,1973-05-22,S/10928,1716,http://www.un.org/ga/search/view_doc.asp?symbol=S/10928,https://undocs.org/en/S/PV.1716(OR),2,Southern Rhodesia,Question concerning the situation in Southern Rhodesia,Question concerning the situation in Southern Rhodesia,,0,0,0,1,1,2025-09-24,2,"The 1973 UN Security Council resolution S/10928 addressed the ongoing political and social turmoil in Southern Rhodesia, a territory under white minority rule that declared independence from Britain in 1965. The resolution highlighted the escalating tensions between the white minority government and the black majority population, who were fighting for independence and civil rights amidst increasing violence and repression.","In 1973, Southern Rhodesia was experiencing significant unrest as nationalist movements, particularly led by the Zimbabwe African National Union (ZANU) and the Zimbabwe African People's Union (ZAPU), intensified their struggle against colonial rule. The geopolitical landscape was marked by the Cold War, with various African nations gaining independence and the international community increasingly condemning colonialism and apartheid, leading to heightened scrutiny of Southern Rhodesia's situation.","[""United Kingdom"", ""Zimbabwe (Southern Rhodesia)"", ""South Africa""]","[""Southern Africa""]",colonial_conflict,"[[""Africa"", ""Southern Africa"", ""ZW""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""DECOLONIZATION, TRUSTEESHIP AND APARTHIED"", ""COLONIALISM""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""CIVIL DISOBEDIENCE""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL EVENTS AND ISSUES"", ""SOUTHERN RHODESIA QUESTION""], [""SOCIAL CONDITIONS AND EQUITY"", ""DISCRIMINATION"", ""APARTHEID""], [""SOCIAL CONDITIONS AND EQUITY"", ""HUMAN RIGHTS"", ""CIVIL AND POLITICAL RIGHTS""], [""SOCIAL CONDITIONS AND EQUITY"", ""SOCIAL DEVELOPMENT"", ""ETHNIC AND RACIAL GROUPS""]]",2025-09-27T15:12:04.807419
143,1973,1973-03-21,S/10931/Rev.1,1704,http://www.un.org/ga/search/view_doc.asp?symbol=S/10931/Rev.1 ,https://undocs.org/en/S/PV.1704(OR),1,Maintenance and strengthening of international peace and security in Latin America (Panama),Consideration of measures for the maintenance and strengthening of international peace and security in Latin America in conformity with the provisions and principles of the Charter,Consideration of measures for the maintenance and strengthening of international peace and security in Latin America in conformity with the provisions and principles of the Charter,,0,0,0,1,0,2025-09-24,1,"The resolution addressed the urgent need for measures to maintain and strengthen international peace and security in Latin America, particularly in the context of rising tensions and conflicts that threatened regional stability. It focused on the political and military interventions by external powers, notably the United States, which were perceived as exacerbating internal conflicts within Latin American countries, including Panama, where concerns about sovereignty and foreign influence were paramount.","In 1973, Latin America was experiencing significant political upheaval, marked by a wave of military coups and authoritarian regimes, often supported or instigated by the United States as part of its Cold War strategy. The overthrow of Chilean President Salvador Allende in September 1973 exemplified the broader regional instability, as U.S. involvement in Latin American politics was increasingly scrutinized and criticized, leading to calls for a more concerted international approach to uphold peace and security in the region.","[""Panama"", ""Chile"", ""United States"", ""Cuba""]","[""Latin America""]",geopolitical_tension,"[[""Americas"", ""Central America"", ""PA""], [""Americas"", ""South America"", ""CL""], [""Americas"", ""Northern America"", ""US""], [""Americas"", ""Caribbean"", ""CU""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""MAINTENANCE OF PEACE AND SECURITY"", ""CONFLICT MANAGEMENT""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""AUTHORITARIANISM""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""DIPLOMACY""]]",2025-09-27T15:12:20.873625
144,1972,1972-09-29,S/10805/Rev.1 as amended,1666,http://www.un.org/ga/search/view_doc.asp?symbol=S/10805/Rev.1,https://undocs.org/en/S/PV.1666(OR),1,Southern Rhodesia,Question concerning the situation in Southern Rhodesia,Question concerning the situation in Southern Rhodesia,,0,0,0,0,1,2025-09-24,1,"The 1972 UN Security Council Resolution S/10805/Rev.1 addressed the ongoing crisis in Southern Rhodesia, focusing on the illegitimate governance of the white-minority regime led by Prime Minister Ian Smith, which had unilaterally declared independence from Britain in 1965. The resolution condemned the regime's refusal to transition to majority rule and highlighted the severe human rights violations and racial discrimination faced by the black majority population in the territory.","In 1972, Southern Rhodesia was embroiled in a struggle for independence from colonial rule, with increasing tensions between the white minority government and the black nationalist movements, such as the Zimbabwe African National Union (ZANU) and the Zimbabwe African People's Union (ZAPU). The international community, particularly African nations and the UN, were increasingly vocal against colonialism and apartheid, leading to heightened geopolitical tensions during the Cold War, as various countries aligned with either the Western bloc or the Eastern bloc in their support for liberation movements.","[""United Kingdom"", ""Southern Rhodesia (now Zimbabwe)"", ""South Africa"", ""Zambia""]","[""Southern Africa""]",colonial_dispute,"[[""Africa"", ""Southern Africa"", ""ZW""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""DECOLONIZATION, TRUSTEESHIP AND APARTHIED"", ""APARTHEID""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""COLONIALISM""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""AFRO-ARAB COOPERATION""], [""SOCIAL CONDITIONS AND EQUITY"", ""DISCRIMINATION"", ""RACIAL DISCRIMINATION""], [""SOCIAL CONDITIONS AND EQUITY"", ""HUMAN RIGHTS"", ""HUMAN RIGHTS""]]",2025-09-27T15:12:39.047785
145,1972,1972-09-29,S/10805/Rev.1,1666,http://www.un.org/ga/search/view_doc.asp?symbol=S/10805/Rev.1,https://undocs.org/en/S/PV.1666(OR),1,Southern Rhodesia,Question concerning the situation in Southern Rhodesia,Question concerning the situation in Southern Rhodesia,,0,0,0,0,1,2025-09-24,1,"The 1972 UN Security Council resolution concerning Southern Rhodesia addressed the ongoing conflict and political instability in the region, particularly focusing on the unilateral declaration of independence by the white-minority government led by Ian Smith in 1965. This declaration was met with international condemnation, as it perpetuated racial discrimination and denied the majority black population their rights, leading to increasing tensions and calls for sanctions against the Rhodesian regime.","In 1972, Southern Rhodesia was embroiled in a struggle for independence from British colonial rule, amidst a backdrop of decolonization across Africa. The rise of nationalist movements, particularly the Zimbabwe African National Union (ZANU) and the Zimbabwe African People's Union (ZAPU), intensified the conflict, as these groups sought to overthrow the white-minority government and establish majority rule, leading to violent clashes and a protracted guerrilla war.","[""United Kingdom"", ""Southern Rhodesia (now Zimbabwe)"", ""South Africa""]","[""Southern Africa""]",colonial_independence,"[[""Africa"", ""Southern Africa"", ""ZW""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""DECOLONIZATION, TRUSTEESHIP AND APARTHIED"", ""ANTI-APARTHEID MOVEMENTS""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""DEMOCRATIZATION""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL EVENTS AND ISSUES"", ""SOUTHERN RHODESIA QUESTION""], [""SOCIAL CONDITIONS AND EQUITY"", ""DISCRIMINATION"", ""RACIAL DISCRIMINATION""], [""SOCIAL CONDITIONS AND EQUITY"", ""HUMAN RIGHTS"", ""HUMAN RIGHTS""]]",2025-09-27T15:12:56.634508
146,1972,1972-09-29,S/10805/Rev.1,1666,http://www.un.org/ga/search/view_doc.asp?symbol=S/10805/Rev.1,https://undocs.org/en/S/PV.1666(OR),1,Southern Rhodesia,Question concerning the situation in Southern Rhodesia,Question concerning the situation in Southern Rhodesia,,0,0,0,0,1,2025-09-24,1,"The 1972 UN Security Council resolution S/10805/Rev.1 addressed the ongoing political and social turmoil in Southern Rhodesia, where a white-minority government led by Ian Smith unilaterally declared independence from Britain in 1965, defying international calls for majority rule. The resolution sought to highlight the illegitimacy of the Smith regime and the need for international action to support the liberation movements fighting for independence and racial equality in the region.","In 1972, Southern Rhodesia was embroiled in a violent struggle for independence, with the African nationalist movements, primarily the Zimbabwe African National Union (ZANU) and the Zimbabwe African People's Union (ZAPU), gaining momentum against the oppressive white-minority rule. The Cold War context further complicated the situation, as various global powers were involved in supporting different factions, with the Soviet Union backing the liberation movements while Western nations were often hesitant to act decisively against the Smith government.","[""United Kingdom"", ""Southern Rhodesia (now Zimbabwe)"", ""South Africa"", ""United States"", ""Soviet Union""]","[""Southern Africa"", ""Sub-Saharan Africa""]",civil_war,"[[""Africa"", ""Southern Africa"", ""ZW""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""AUTHORITARIANISM""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL EVENTS AND ISSUES"", ""SOUTHERN RHODESIA QUESTION""], [""POLITICAL AND LEGAL QUESTIONS"", ""DECOLONIZATION, TRUSTEESHIP AND APARTHIED"", ""ANTI-APARTHEID MOVEMENTS""], [""SOCIAL CONDITIONS AND EQUITY"", ""DISCRIMINATION"", ""APARTHEID""], [""SOCIAL CONDITIONS AND EQUITY"", ""HUMAN RIGHTS"", ""EQUALITY""], [""SOCIAL CONDITIONS AND EQUITY"", ""SOCIAL DEVELOPMENT"", ""ETHNIC AND RACIAL GROUPS""]]",2025-09-27T15:13:14.276714
147,1972,1972-09-10,S/10784,1662,http://www.un.org/ga/search/view_doc.asp?symbol=S/10784,https://undocs.org/en/S/PV.1662(OR),1,Middle East,The situation in the Middle East,The situation in the Middle East,,0,0,0,1,0,2025-09-24,1,"The 1972 UN Security Council resolution S/10784 addressed the ongoing and escalating tensions in the Middle East, particularly focusing on the Israeli-Palestinian conflict and the broader Arab-Israeli dispute. The resolution sought to highlight the urgent need for a peaceful resolution to the hostilities and the recognition of the rights of the Palestinian people amidst the backdrop of military confrontations and territorial disputes following the 1967 Six-Day War.","In 1972, the geopolitical landscape of the Middle East was marked by the aftermath of the 1967 Six-Day War, which resulted in Israel's occupation of the West Bank, Gaza Strip, and East Jerusalem. The period was characterized by increasing violence, including terrorist attacks, and a growing demand for Palestinian self-determination, leading to heightened tensions between Israel and its Arab neighbors, particularly Egypt, Jordan, and the Palestinian Liberation Organization (PLO).","[""Israel"", ""Palestine"", ""Egypt"", ""Jordan"", ""Syria""]","[""Middle East"", ""West Bank"", ""Gaza Strip""]",territorial_dispute,"[[""Asia"", ""Western Asia"", ""IL""], [""Asia"", ""Western Asia"", ""PS""], [""Africa"", ""Northern Africa"", ""EG""], [""Asia"", ""Western Asia"", ""JO""], [""Asia"", ""Western Asia"", ""SY""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""DEMOCRATIZATION""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""DIPLOMACY""], [""POLITICAL AND LEGAL QUESTIONS"", ""MAINTENANCE OF PEACE AND SECURITY"", ""CEASEFIRES""], [""POLITICAL AND LEGAL QUESTIONS"", ""DISARMAMENT AND MILITARY QUESTIONS"", ""ARMED CONFLICTS""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL EVENTS AND ISSUES"", ""ISRAEL-ARAB WAR (1967)""]]",2025-09-27T15:13:34.923230
148,1972,1972-09-10,S/10784,1662,http://www.un.org/ga/search/view_doc.asp?symbol=S/10784,https://undocs.org/en/S/PV.1662(OR),2,Middle East,The situation in the Middle East,The situation in the Middle East,,1,1,0,0,0,2025-09-24,2,"The 1972 UN Security Council resolution S/10784 addressed the ongoing tensions and conflicts in the Middle East, particularly focusing on the Israeli-Palestinian situation and the broader Arab-Israeli conflict. It highlighted the urgent need for a peaceful resolution to the hostilities that had persisted since the establishment of Israel in 1948, emphasizing the plight of Palestinian refugees and the necessity for a comprehensive peace settlement.","In 1972, the Middle East was marked by significant geopolitical tensions, particularly following the Six-Day War in 1967, which resulted in Israel's occupation of the West Bank, Gaza Strip, and East Jerusalem. The Palestinian Liberation Organization (PLO) was gaining international recognition, and the region was experiencing a rise in militant activities, including the hijacking of aircraft and attacks on Israeli targets, which further complicated the peace process.","[""Israel"", ""Palestine"", ""Egypt"", ""Jordan"", ""Syria""]","[""Middle East"", ""West Bank"", ""Gaza Strip""]",territorial_dispute,"[[""Asia"", ""Western Asia"", ""IL""], [""Asia"", ""Western Asia"", ""PS""], [""Africa"", ""Northern Africa"", ""EG""], [""Asia"", ""Western Asia"", ""JO""], [""Asia"", ""Western Asia"", ""SY""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""NATIONALISM""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""DIPLOMACY""], [""POLITICAL AND LEGAL QUESTIONS"", ""MAINTENANCE OF PEACE AND SECURITY"", ""PEACE AGREEMENTS""], [""POLITICAL AND LEGAL QUESTIONS"", ""DISARMAMENT AND MILITARY QUESTIONS"", ""ARMED CONFLICTS""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL EVENTS AND ISSUES"", ""MIDDLE EAST SITUATION""], [""HUMANITARIAN AID AND RELIEF"", ""PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS"", ""PALESTINE REFUGEES""]]",2025-09-27T15:13:54.419373
149,1972,1972-08-25,S/10771,1660,http://www.un.org/ga/search/view_doc.asp?symbol=S/10771,https://undocs.org/en/S/PV.1660(OR),1,Admission of new Members,Admission of New Members (Bangladesh),Admission of New Members (Bangladesh),,1,0,0,0,0,2025-09-24,1,"The 1972 UN Security Council resolution S/10771 addressed the application for membership of Bangladesh in the United Nations, reflecting the aftermath of the Bangladesh Liberation War. This conflict, which culminated in 1971, involved a struggle for independence from Pakistan and was marked by significant humanitarian crises, including widespread violence and displacement, which underscored the urgency of Bangladesh's recognition as a sovereign state.","In 1972, the geopolitical landscape was heavily influenced by the Cold War dynamics, with nations aligning themselves along ideological lines. The newly independent Bangladesh was seeking international legitimacy and support amidst ongoing tensions in South Asia, particularly with Pakistan, which had been embroiled in its own political turmoil following the secession of East Pakistan. The resolution was proposed in a context where the United Nations was increasingly involved in post-colonial state-building and recognition processes.","[""Bangladesh"", ""Pakistan"", ""India""]","[""South Asia""]",membership_application,"[[""Asia"", ""Southern Asia"", ""BD""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""DECOLONIZATION, TRUSTEESHIP AND APARTHIED"", ""DECOLONIZATION""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""DEMOCRATIZATION""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""INDEPENDENCE""]]",2025-09-27T15:14:07.389731
150,1972,1972-02-04,S/10606,1639,http://www.un.org/ga/search/view_doc.asp?symbol=S/10606,https://undocs.org/en/S/PV.1639(OR),1,Southern Rhodesia,Consideration of questions relating to Africa with which the Security Council is currently seized and implementation of the Council's relevant resolutions,Consideration of questions relating to Africa with which the Security Council is currently seized and implementation of the Council's relevant resolutions,,0,0,0,0,1,2025-09-24,1,"The 1972 UN Security Council resolution S/10606 addressed the ongoing conflict in Southern Rhodesia, focusing on the illegal unilateral declaration of independence by the white-minority government led by Ian Smith in 1965. The resolution sought to reaffirm the international community's commitment to ending colonial rule in Africa and to support the majority African population's aspirations for self-determination and independence amidst increasing tensions and violence in the region.","In 1972, Southern Rhodesia was embroiled in a protracted struggle for independence from British colonial rule, marked by a violent insurgency led by African nationalist movements against the white-minority government. The geopolitical landscape was heavily influenced by the Cold War dynamics, with regional powers like Zambia and Tanzania supporting liberation movements, while the Smith regime received tacit backing from South Africa, exacerbating regional instability.","[""United Kingdom"", ""Southern Rhodesia (now Zimbabwe)"", ""South Africa"", ""Zambia"", ""Tanzania""]","[""Southern Africa"", ""Sub-Saharan Africa""]",colonial_independence,"[[""Africa"", ""Southern Africa"", ""ZW""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""DECOLONIZATION, TRUSTEESHIP AND APARTHIED"", ""COLONIALISM""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""DEMOCRATIZATION""]]",2025-09-27T15:14:21.420460
151,1971,1971-12-30,S/10489,1623,http://www.un.org/ga/search/view_doc.asp?symbol=S/10489,https://undocs.org/en/S/PV.1623(OR),1,Southern Rhodesia,Question concerning the situation in Southern Rhodesia,Question concerning the situation in Southern Rhodesia,,0,0,0,0,1,2025-09-24,1,"The 1971 UN Security Council resolution S/10489 addressed the situation in Southern Rhodesia, focusing on the illegal declaration of independence by the white-minority government led by Ian Smith in 1965. The resolution highlighted the ongoing racial tensions and the struggle for independence by the black majority population, emphasizing the need for international action against the apartheid-like regime that was denying basic rights to the indigenous people.","In 1971, Southern Rhodesia was embroiled in a complex struggle for independence from British colonial rule, marked by a violent conflict between the white minority government and nationalist movements advocating for black majority rule. The geopolitical landscape was heavily influenced by the Cold War dynamics, with various African nations seeking independence and the international community increasingly condemning colonialism and racial discrimination.","[""United Kingdom"", ""Southern Rhodesia (now Zimbabwe)"", ""South Africa""]","[""Southern Africa""]",racial_discrimination,"[[""Africa"", ""Southern Africa"", ""ZW""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""DECOLONIZATION, TRUSTEESHIP AND APARTHIED"", ""ANTI-APARTHEID MOVEMENTS""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""DEMOCRATIZATION""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""AFRO-ARAB COOPERATION""], [""SOCIAL CONDITIONS AND EQUITY"", ""DISCRIMINATION"", ""APARTHEID""], [""SOCIAL CONDITIONS AND EQUITY"", ""HUMAN RIGHTS"", ""CIVIL AND POLITICAL RIGHTS""]]",2025-09-27T15:14:41.074164
152,1971,1971-12-13,S/10446/Rev. 1,1613,http://www.un.org/ga/search/view_doc.asp?symbol=S/10446/Rev.1,https://undocs.org/en/S/PV.1613(OR),1,1971 Letter from US (India/Pakistan subcontinent),Letter dated 26 December 1963 from the Permanent Representative of Cyprus addressed to the President of the Security Council (S/5488)--Letter dated 12 December 1971 from the Permanent Representative of the United States to the United Nations addressed to the President of the Security Council (S/10444),Letter dated 26 December 1963 from the Permanent Representative of Cyprus addressed to the President of the Security Council (S/5488)--Letter dated 12 December 1971 from the Permanent Representative of the United States to the United Nations addressed to the President of the Security Council (S/10444),,0,1,0,0,0,2025-09-24,1,"The resolution addressed the escalating conflict between India and Pakistan, particularly in the context of the Bangladesh Liberation War, which was marked by significant humanitarian crises and military confrontations. The letter from the United States highlighted concerns over the violence and instability in the region, calling for international attention and intervention to address the urgent humanitarian needs and political turmoil resulting from the conflict.","In 1971, the Indian subcontinent was engulfed in a brutal civil war as East Pakistan sought independence from West Pakistan, leading to widespread atrocities and a massive influx of refugees into India. The geopolitical landscape was further complicated by Cold War dynamics, with India leaning towards the Soviet Union and Pakistan receiving support from the United States, intensifying regional tensions and international involvement.","[""India"", ""Pakistan"", ""Bangladesh"", ""United States""]","[""South Asia"", ""Indian subcontinent""]",civil_war,"[[""Asia"", ""Southern Asia"", ""IN""], [""Asia"", ""Southern Asia"", ""PK""], [""Asia"", ""Southern Asia"", ""BD""], [""North America"", """", ""US""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""CIVIL WAR""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""DIPLOMACY""], [""POLITICAL AND LEGAL QUESTIONS"", ""MAINTENANCE OF PEACE AND SECURITY"", ""CONFLICT MANAGEMENT""], [""POLITICAL AND LEGAL QUESTIONS"", ""DISARMAMENT AND MILITARY QUESTIONS"", ""ARMED CONFLICTS""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL EVENTS AND ISSUES"", ""INDIA-PAKISTAN QUESTION""], [""HUMANITARIAN AID AND RELIEF"", ""PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS"", ""REFUGEES FROM KOSOVO""]]",2025-09-27T15:15:01.394933
153,1971,1971-12-05,S/10423,1607,http://www.un.org/ga/search/view_doc.asp?symbol=S/10423,https://undocs.org/en/S/PV.1607(OR),1,1971 Letter from various Member States (India/Pakistan subcontinent),"Letter dated 4 December 1971 from the Permanent Representatives of Argentina, Belgium, Burundi, Italy, Japan, Nicaragua, Somalia, United Kingdom of Great Britain and Northern Ireland and United States addressed to the President of the Security Council (S/10411)--Report of the Secretary-General (S/10410)","Letter dated 4 December 1971 from the Permanent Representatives of Argentina, Belgium, Burundi, Italy, Japan, Nicaragua, Somalia, United Kingdom of Great Britain and Northern Ireland and United States addressed to the President of the Security Council (S/10411)--Report of the Secretary-General (S/10410)",,0,1,0,0,0,2025-09-24,1,"The resolution addressed the escalating conflict between India and Pakistan, particularly focusing on the humanitarian crisis and the refugee situation resulting from the Bangladesh Liberation War. It highlighted the urgent need for international attention and intervention in the face of widespread violence and human rights violations occurring in East Pakistan (now Bangladesh) as the region sought independence from West Pakistan.","In 1971, the geopolitical landscape of South Asia was marked by intense conflict as East Pakistan struggled for independence from West Pakistan, leading to a brutal civil war and significant humanitarian crises. The situation was exacerbated by India's military intervention in support of the Bangladeshi independence movement, which heightened tensions not only between India and Pakistan but also drew in global powers concerned about regional stability and human rights.","[""India"", ""Pakistan"", ""Bangladesh""]","[""South Asia"", ""Indian subcontinent""]",civil_war,"[[""Asia"", ""Southern Asia"", ""IN""], [""Asia"", ""Southern Asia"", ""PK""], [""Asia"", ""Southern Asia"", ""BD""]]","[[""HUMANITARIAN AID AND RELIEF"", ""PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS"", ""BANGLADESHI REFUGEES""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""CIVIL WAR""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""DIPLOMACY""], [""POLITICAL AND LEGAL QUESTIONS"", ""MAINTENANCE OF PEACE AND SECURITY"", ""CONFLICT MANAGEMENT""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL EVENTS AND ISSUES"", ""INDIA-PAKISTAN QUESTION""]]",2025-09-27T15:15:19.393767
