Year,TopicTag,total_yes,total_votes,yes_vote_percentage
1976,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,338,374,90.37433155080214
1976,CONDITIONS OF EMPLOYMENT,117,130,90.0
1976,SOCIAL DEVELOPMENT,461,513,89.8635477582846
1976,BANKING AND INVESTMENT,228,267,85.39325842696628
1976,POLITICAL AND LEGAL QUESTIONS,5039,5960,84.5469798657718
1976,DEVELOPMENT,771,915,84.26229508196721
1976,HUMAN RIGHTS,1762,2095,84.10501193317423
1976,MAINTENANCE OF PEACE AND SECURITY,2151,2558,84.08913213448005
1976,DEVELOPMENT FINANCE,771,917,84.07851690294439
1976,DISARMAMENT AND MILITARY QUESTIONS,1956,2333,83.84054864980712
1976,DISCRIMINATION,1099,1317,83.44722854973425
1976,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,211,256,82.421875
1976,POLITICAL EVENTS AND ISSUES,1089,1325,82.18867924528301
1976,INTERNATIONAL RELATIONS,1762,2167,81.31056760498385
1976,RESOURCES (GENERAL),106,133,79.69924812030075
1976,INDUSTRIAL DEVELOPMENT SUPPORT SERVICES,103,130,79.23076923076923
1976,ECONOMIC CONDITIONS,201,257,78.21011673151752
1976,INTERNATIONAL LAW,392,504,77.77777777777779
1976,ENVIRONMENT,95,132,71.96969696969697
1976,POLLUTION,95,132,71.96969696969697
1977,SPECIAL GROUPS,123,124,99.19354838709677
1977,WELFARE AND SOCIAL SERVICES,120,121,99.17355371900827
1977,BANKING AND INVESTMENT,120,124,96.7741935483871
1977,ENVIRONMENT,126,135,93.33333333333333
1977,WATER,126,135,93.33333333333333
1977,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,466,504,92.46031746031747
1977,DEVELOPMENT FINANCE,360,390,92.3076923076923
1977,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,125,136,91.91176470588235
1977,COMPREHENSIVE HEALTH SERVICES,123,134,91.7910447761194
1977,DISEASE PREVENTION AND CONTROL,123,134,91.7910447761194
1977,NARCOTIC DRUGS,246,268,91.7910447761194
1977,HOUSING,120,131,91.6030534351145
1977,SPACE SCIENCES,108,118,91.52542372881356
1977,COMMODITIES,126,138,91.30434782608695
1977,TRADE IN COMMODITIES,126,138,91.30434782608695
1977,No Tag,367,402,91.29353233830845
1977,LANGUAGE,121,133,90.97744360902256
1977,SOCIAL DEVELOPMENT,970,1068,90.82397003745318
1977,CULTURE,124,137,90.51094890510949
1977,PUBLIC FINANCE,576,643,89.5800933125972
1977,INTERNATIONAL LAW,671,757,88.63936591809775
1977,GENERAL AND NATIONAL LAW,99,112,88.39285714285714
1977,DEVELOPMENT,599,679,88.2179675994109
1977,POLITICAL AND LEGAL QUESTIONS,5834,6770,86.17429837518465
1977,HUMAN RIGHTS,2644,3082,85.78844905905257
1977,DISARMAMENT AND MILITARY QUESTIONS,2136,2493,85.67990373044525
1977,DISCRIMINATION,1821,2139,85.13323983169705
1977,INTERNATIONAL RELATIONS,2135,2549,83.75833660258925
1977,MAINTENANCE OF PEACE AND SECURITY,1932,2391,80.8030112923463
1977,POLITICAL EVENTS AND ISSUES,1188,1491,79.67806841046277
1977,RESOURCES (GENERAL),108,136,79.41176470588235
1977,WOMEN'S ADVANCEMENT,160,260,61.53846153846154
1978,LAW OF THE SEA,126,127,99.21259842519686
1978,RECOMMENDATIONS,136,138,98.55072463768117
1978,EDUCATIONAL POLICY AND PLANNING,134,136,98.52941176470588
1978,NON-FORMAL EDUCATION,134,136,98.52941176470588
1978,WELFARE AND SOCIAL SERVICES,268,272,98.52941176470588
1978,CONDITIONS OF EMPLOYMENT,124,133,93.23308270676691
1978,ENVIRONMENT,128,138,92.7536231884058
1978,NATURAL RESOURCES AND THE ENVIRONMENT,128,138,92.7536231884058
1978,No Tag,625,677,92.31905465288035
1978,CULTURAL DEVELOPMENT,126,138,91.30434782608695
1978,PROTECTION OF INTELLECTUAL AND CULTURAL PROPERTY,126,138,91.30434782608695
1978,SOCIAL DEVELOPMENT,997,1093,91.21683440073193
1978,COMPUTER SCIENCE AND TECHNOLOGY,116,128,90.625
1978,PUBLIC ADMINISTRATION,116,128,90.625
1978,BANKING AND INVESTMENT,112,126,88.88888888888889
1978,MONETARY ISSUES,112,126,88.88888888888889
1978,PUBLIC FINANCE,575,650,88.46153846153845
1978,DEVELOPMENT,481,545,88.25688073394495
1978,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,725,823,88.09234507897933
1978,ECONOMIC CONDITIONS,237,276,85.86956521739131
1978,DEVELOPMENT FINANCE,470,550,85.45454545454545
1978,PHILOSOPHY AND RELIGION,116,137,84.67153284671532
1978,LAW OF WAR,115,137,83.94160583941606
1978,DISARMAMENT AND MILITARY QUESTIONS,2883,3437,83.88129182426535
1978,TRANSNATIONAL CORPORATIONS,114,137,83.21167883211679
1978,MAINTENANCE OF PEACE AND SECURITY,3053,3682,82.91689299293861
1978,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,221,267,82.77153558052434
1978,HUMAN RIGHTS,2234,2709,82.46585455887782
1978,SPECIAL GROUPS,114,139,82.01438848920863
1978,DISCRIMINATION,1216,1486,81.83041722745625
1978,INTERNATIONAL RELATIONS,2516,3101,81.13511770396646
1978,INTERNATIONAL LAW,329,406,81.03448275862068
1978,POLITICAL AND LEGAL QUESTIONS,4528,5681,79.7042774159479
1978,POLITICAL EVENTS AND ISSUES,1610,2166,74.33056325023084
1978,SCIENCE AND TECHNOLOGY,82,128,64.0625
1979,PHILOSOPHY AND RELIGION,127,127,100.0
1979,NON-FORMAL EDUCATION,136,138,98.55072463768117
1979,WELFARE AND SOCIAL SERVICES,390,412,94.66019417475728
1979,COMPUTER SCIENCE AND TECHNOLOGY,129,138,93.47826086956522
1979,HOUSING,126,135,93.33333333333333
1979,CULTURE,368,395,93.16455696202532
1979,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,639,689,92.74310595065312
1979,PROGRAMME PLANNING,110,121,90.9090909090909
1979,RECOMMENDATIONS,110,121,90.9090909090909
1979,SOCIAL DEVELOPMENT,1351,1487,90.85406859448554
1979,EDUCATIONAL POLICY AND PLANNING,224,247,90.68825910931174
1979,DISCRIMINATION,1666,1858,89.66630785791173
1979,HUMANITARIAN AID AND RELIEF,119,133,89.47368421052632
1979,GENERAL AND NATIONAL LAW,109,123,88.6178861788618
1979,EDUCATIONAL FACILITIES AND TECHNOLOGY,122,138,88.40579710144928
1979,No Tag,815,923,88.29902491874323
1979,STATISTICS,227,259,87.64478764478764
1979,COMMUNICATION AND MASS MEDIA,124,142,87.32394366197182
1979,PUBLIC FINANCE,1014,1165,87.03862660944206
1979,SPECIAL GROUPS,120,138,86.95652173913044
1979,WOMEN'S ADVANCEMENT,457,531,86.06403013182674
1979,HUMAN RIGHTS,3003,3491,86.02119736465195
1979,CONDITIONS OF EMPLOYMENT,116,135,85.92592592592592
1979,PUBLIC ADMINISTRATION,240,280,85.71428571428571
1979,ENVIRONMENT,119,139,85.61151079136691
1979,NATURAL RESOURCES AND THE ENVIRONMENT,119,139,85.61151079136691
1979,TRADE IN COMMODITIES,227,267,85.0187265917603
1979,DEVELOPMENT FINANCE,902,1063,84.85418626528693
1979,ECONOMIC CONDITIONS,219,259,84.55598455598455
1979,RESOURCES (GENERAL),117,139,84.17266187050359
1979,DEVELOPMENT,676,804,84.07960199004975
1979,MONETARY ISSUES,116,138,84.05797101449275
1979,BANKING AND INVESTMENT,444,530,83.77358490566039
1979,TRADE IN MANUFACTURES; BARRIERS TO TRADE,108,129,83.72093023255815
1979,DISARMAMENT AND MILITARY QUESTIONS,2410,2880,83.68055555555556
1979,POLITICAL AND LEGAL QUESTIONS,7481,8979,83.31662768682482
1979,INTERNATIONAL TRADE LAW,220,265,83.01886792452831
1979,MAINTENANCE OF PEACE AND SECURITY,2702,3260,82.88343558282209
1979,INTERNATIONAL LAW,461,557,82.76481149012568
1979,POLITICAL EVENTS AND ISSUES,2020,2460,82.11382113821138
1979,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,331,405,81.72839506172839
1979,EDUCATIONAL PERSONNEL AND POPULATION,88,109,80.73394495412845
1979,INTERNATIONAL RELATIONS,3928,4917,79.88610941631076
1979,ECONOMIC THEORY,111,142,78.16901408450704
1980,WELFARE AND SOCIAL SERVICES,215,218,98.62385321100918
1980,BANKING AND INVESTMENT,136,138,98.55072463768117
1980,EDUCATIONAL POLICY AND PLANNING,107,109,98.1651376146789
1980,NON-FORMAL EDUCATION,107,109,98.1651376146789
1980,DEVELOPMENT FINANCE,223,239,93.30543933054393
1980,WOMEN'S ADVANCEMENT,262,285,91.9298245614035
1980,OCCUPATIONS,122,133,91.72932330827066
1980,SKILLS DEVELOPMENT,122,133,91.72932330827066
1980,SOCIAL DEVELOPMENT,955,1044,91.4750957854406
1980,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,524,579,90.50086355785838
1980,CULTURE,130,144,90.27777777777779
1980,DEVELOPMENT,517,575,89.91304347826087
1980,NUCLEAR SCIENCE,127,143,88.81118881118881
1980,INTERNATIONAL TRADE LAW,251,284,88.38028169014085
1980,INTERNATIONAL LAW,1097,1242,88.32528180354268
1980,TRANSNATIONAL CORPORATIONS,128,146,87.67123287671232
1980,DISCRIMINATION,1963,2251,87.20568636161707
1980,TRADE IN COMMODITIES,122,141,86.52482269503547
1980,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,246,285,86.31578947368422
1980,GENERAL AND NATIONAL LAW,230,267,86.14232209737828
1980,CULTURAL DEVELOPMENT,122,142,85.91549295774648
1980,PUBLIC FINANCE,634,742,85.44474393530997
1980,ECONOMIC THEORY,118,139,84.89208633093526
1980,INTERNATIONAL TRADE,118,139,84.89208633093526
1980,No Tag,340,403,84.36724565756823
1980,SPECIAL GROUPS,95,113,84.070796460177
1980,HUMAN RIGHTS,2893,3492,82.84650630011456
1980,DISARMAMENT AND MILITARY QUESTIONS,2852,3465,82.30880230880231
1980,POLITICAL AND LEGAL QUESTIONS,6325,7886,80.20542733958914
1980,MAINTENANCE OF PEACE AND SECURITY,1980,2500,79.2
1980,INTERNATIONAL RELATIONS,2974,3820,77.85340314136126
1980,POLITICAL EVENTS AND ISSUES,2447,3248,75.33866995073892
1980,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,188,277,67.87003610108303
1980,SCIENCE AND TECHNOLOGY,188,277,67.87003610108303
1980,ENVIRONMENT,67,113,59.29203539823009
1981,CRIME AND CRIMINAL JUSTICE,133,134,99.25373134328358
1981,WOMEN'S ADVANCEMENT,143,145,98.62068965517241
1981,RECOMMENDATIONS,141,143,98.6013986013986
1981,STATISTICS,125,127,98.4251968503937
1981,EDUCATIONAL POLICY AND PLANNING,134,139,96.40287769784173
1981,EMPLOYMENT PROMOTION AND PLANNING,134,139,96.40287769784173
1981,SPECIAL CATEGORIES OF WORKERS,134,139,96.40287769784173
1981,NUCLEAR SCIENCE,126,131,96.18320610687023
1981,MARINE RESOURCES,137,143,95.8041958041958
1981,WATER,137,143,95.8041958041958
1981,BANKING AND INVESTMENT,137,144,95.13888888888889
1981,WELFARE AND SOCIAL SERVICES,403,426,94.60093896713614
1981,No Tag,128,137,93.43065693430657
1981,SOCIAL DEVELOPMENT,1546,1671,92.51944943147815
1981,TRADE (GENERAL MATERIALS),128,141,90.78014184397163
1981,DISCRIMINATION,1945,2158,90.129749768304
1981,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,1011,1123,90.026714158504
1981,HUMANITARIAN AID AND RELIEF,127,142,89.43661971830986
1981,DEVELOPMENT FINANCE,376,421,89.31116389548693
1981,DEVELOPMENT,488,549,88.88888888888889
1981,LAW OF WAR,128,144,88.88888888888889
1981,GENERAL AND NATIONAL LAW,487,548,88.86861313868614
1981,ECONOMIC CONDITIONS,236,269,87.73234200743495
1981,PUBLIC FINANCE,1060,1211,87.5309661436829
1981,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,245,280,87.5
1981,TRADE IN COMMODITIES,125,143,87.41258741258741
1981,CULTURE,123,141,87.2340425531915
1981,COMMUNICATION AND MASS MEDIA,125,145,86.20689655172413
1981,SPACE SCIENCES,122,142,85.91549295774648
1981,INTERNATIONAL LAW,1446,1692,85.46099290780141
1981,HUMAN RIGHTS,3174,3725,85.20805369127517
1981,POLITICAL AND LEGAL QUESTIONS,8416,9913,84.89861797639463
1981,EDUCATIONAL FACILITIES AND TECHNOLOGY,118,139,84.89208633093526
1981,NON-FORMAL EDUCATION,237,280,84.64285714285714
1981,TRANSNATIONAL CORPORATIONS,117,139,84.17266187050359
1981,SPECIAL GROUPS,120,143,83.91608391608392
1981,INTERNATIONAL RELATIONS,3890,4648,83.69191049913941
1981,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,118,141,83.68794326241135
1981,SCIENCE AND TECHNOLOGY,118,141,83.68794326241135
1981,INTERNATIONAL TRADE LAW,355,425,83.52941176470588
1981,EDUCATIONAL PERSONNEL AND POPULATION,112,136,82.35294117647058
1981,SKILLS DEVELOPMENT,112,136,82.35294117647058
1981,POLITICAL EVENTS AND ISSUES,2586,3150,82.0952380952381
1981,RESOURCES (GENERAL),114,139,82.01438848920863
1981,DISARMAMENT AND MILITARY QUESTIONS,3843,4736,81.14442567567568
1981,MINERAL RESOURCES,107,132,81.06060606060606
1981,MAINTENANCE OF PEACE AND SECURITY,2994,3751,79.81871500933084
1981,COMPUTER SCIENCE AND TECHNOLOGY,106,136,77.94117647058823
1981,PUBLIC ADMINISTRATION,106,136,77.94117647058823
1981,ENVIRONMENT,206,275,74.90909090909092
1982,ENVIRONMENTAL HEALTH,144,145,99.3103448275862
1982,POLLUTION,144,145,99.3103448275862
1982,AIR TRANSPORT,143,144,99.30555555555556
1982,LAND TRANSPORT,143,144,99.30555555555556
1982,POSTAL SERVICES,143,144,99.30555555555556
1982,TRANSPORT POLICY AND PLANNING,143,144,99.30555555555556
1982,WATER TRANSPORT AND SHIPPING,143,144,99.30555555555556
1982,EDUCATIONAL POLICY AND PLANNING,141,142,99.29577464788733
1982,NON-FORMAL EDUCATION,141,142,99.29577464788733
1982,EDUCATIONAL FACILITIES AND TECHNOLOGY,139,141,98.58156028368793
1982,COMPUTER SCIENCE AND TECHNOLOGY,129,131,98.47328244274809
1982,MARINE RESOURCES,137,140,97.85714285714285
1982,WATER,137,140,97.85714285714285
1982,ENERGY RESOURCES,278,289,96.19377162629758
1982,CULTURE,137,144,95.13888888888889
1982,WELFARE AND SOCIAL SERVICES,952,1002,95.00998003992017
1982,LAW OF THE SEA,135,144,93.75
1982,BANKING AND INVESTMENT,133,142,93.66197183098592
1982,ENVIRONMENT,387,414,93.47826086956522
1982,RECOMMENDATIONS,264,284,92.95774647887323
1982,SOCIAL DEVELOPMENT,1733,1875,92.42666666666666
1982,HUMANITARIAN AID AND RELIEF,130,141,92.19858156028369
1982,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,1564,1714,91.2485414235706
1982,No Tag,506,558,90.68100358422939
1982,TELECOMMUNICATIONS,249,275,90.54545454545455
1982,DEVELOPMENT,1038,1167,88.94601542416453
1982,DISCRIMINATION,1857,2093,88.72431915910177
1982,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,865,981,88.17533129459734
1982,TRADE IN COMMODITIES,124,142,87.32394366197182
1982,SPECIAL GROUPS,125,145,86.20689655172413
1982,LAW OF WAR,249,289,86.159169550173
1982,INTERNATIONAL LAW,1555,1805,86.14958448753463
1982,DEVELOPMENT FINANCE,908,1056,85.98484848484848
1982,INDUSTRIAL DEVELOPMENT SUPPORT SERVICES,128,149,85.90604026845638
1982,RESOURCES (GENERAL),123,144,85.41666666666666
1982,WILDLIFE,110,129,85.27131782945736
1982,HUMAN RIGHTS,3241,3811,85.04329572290737
1982,INTERNATIONAL RELATIONS,5373,6386,84.13717507046664
1982,POLITICAL AND LEGAL QUESTIONS,8617,10269,83.91274710293115
1982,PUBLIC FINANCE,1237,1476,83.80758807588076
1982,SCIENCE AND TECHNOLOGY,221,264,83.71212121212122
1982,MAINTENANCE OF PEACE AND SECURITY,4683,5668,82.62173606210304
1982,DISARMAMENT AND MILITARY QUESTIONS,5392,6572,82.04503956177723
1982,SPACE SCIENCES,106,131,80.91603053435115
1982,POLITICAL EVENTS AND ISSUES,2590,3208,80.7356608478803
1982,ECONOMIC CONDITIONS,112,142,78.87323943661971
1982,NUCLEAR SCIENCE,214,272,78.67647058823529
1982,GENERAL AND NATIONAL LAW,109,141,77.30496453900709
1982,MONETARY ISSUES,213,284,75.0
1982,INTERNATIONAL TRADE LAW,205,281,72.95373665480427
1983,EDUCATIONAL POLICY AND PLANNING,145,146,99.31506849315068
1983,NON-FORMAL EDUCATION,145,146,99.31506849315068
1983,EDUCATIONAL FACILITIES AND TECHNOLOGY,144,146,98.63013698630137
1983,MARINE RESOURCES,139,141,98.58156028368793
1983,WATER,139,141,98.58156028368793
1983,CULTURE,144,150,96.0
1983,LAW OF THE SEA,135,142,95.07042253521126
1983,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,1500,1589,94.39899307740718
1983,BANKING AND INVESTMENT,139,148,93.91891891891892
1983,LAND TRANSPORT,135,144,93.75
1983,TELECOMMUNICATIONS,135,144,93.75
1983,TRANSPORT POLICY AND PLANNING,135,144,93.75
1983,WATER TRANSPORT AND SHIPPING,135,144,93.75
1983,POSTAL SERVICES,265,283,93.63957597173145
1983,SOCIAL DEVELOPMENT,2040,2179,93.62092703074805
1983,WELFARE AND SOCIAL SERVICES,540,579,93.26424870466322
1983,PROTECTION OF INTELLECTUAL AND CULTURAL PROPERTY,122,134,91.04477611940298
1983,DISCRIMINATION,2116,2325,91.01075268817205
1983,RECOMMENDATIONS,511,568,89.96478873239437
1983,ENVIRONMENT,125,140,89.28571428571429
1983,HUMANITARIAN AID AND RELIEF,125,140,89.28571428571429
1983,HUMAN RIGHTS,3607,4043,89.215928765768
1983,WOMEN'S ADVANCEMENT,260,292,89.04109589041096
1983,DEVELOPMENT FINANCE,498,561,88.77005347593582
1983,LAW OF WAR,248,282,87.94326241134752
1983,SPECIAL GROUPS,127,145,87.58620689655172
1983,INTERNATIONAL LAW,1107,1266,87.44075829383885
1983,TRADE IN COMMODITIES,129,148,87.16216216216216
1983,SPACE SCIENCES,123,142,86.61971830985915
1983,RESOURCES (GENERAL),119,138,86.23188405797102
1983,PUBLIC FINANCE,841,979,85.90398365679265
1983,DEVELOPMENT,600,702,85.47008547008546
1983,POLITICAL AND LEGAL QUESTIONS,6993,8183,85.45765611633875
1983,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,367,431,85.1508120649652
1983,SCIENCE AND TECHNOLOGY,246,289,85.12110726643598
1983,ECONOMIC CONDITIONS,467,551,84.75499092558984
1983,INTERNATIONAL RELATIONS,4503,5367,83.90162101732813
1983,POLITICAL EVENTS AND ISSUES,2970,3579,82.98407376362113
1983,No Tag,462,558,82.79569892473118
1983,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,110,133,82.70676691729322
1983,DISARMAMENT AND MILITARY QUESTIONS,5858,7109,82.40258826839218
1983,MAINTENANCE OF PEACE AND SECURITY,4928,6019,81.87406545937863
1983,PUBLIC ADMINISTRATION,224,277,80.86642599277978
1983,NUCLEAR SCIENCE,232,288,80.55555555555556
1983,INTERNATIONAL TRADE LAW,109,139,78.41726618705036
1984,ENVIRONMENTAL HEALTH,145,146,99.31506849315068
1984,EDUCATION,143,144,99.30555555555556
1984,NON-FORMAL EDUCATION,143,144,99.30555555555556
1984,MARINE RESOURCES,141,144,97.91666666666666
1984,WATER,141,144,97.91666666666666
1984,CULTURE,147,152,96.71052631578947
1984,WOMEN'S ADVANCEMENT,274,285,96.14035087719299
1984,LAW OF THE SEA,137,143,95.8041958041958
1984,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,1494,1589,94.02139710509755
1984,POLLUTION,400,430,93.02325581395348
1984,ENVIRONMENT,529,569,92.97012302284709
1984,DISCRIMINATION,2137,2313,92.39083441418072
1984,WELFARE AND SOCIAL SERVICES,264,287,91.98606271777004
1984,SOCIAL DEVELOPMENT,1170,1305,89.65517241379311
1984,LAW OF WAR,121,135,89.62962962962962
1984,HUMAN RIGHTS,3348,3749,89.30381435049345
1984,RECOMMENDATIONS,503,566,88.86925795053003
1984,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,507,575,88.17391304347825
1984,COMPUTER SCIENCE AND TECHNOLOGY,252,286,88.11188811188812
1984,LAND TRANSPORT,129,147,87.75510204081633
1984,POSTAL SERVICES,129,147,87.75510204081633
1984,TRANSPORT POLICY AND PLANNING,129,147,87.75510204081633
1984,WATER TRANSPORT AND SHIPPING,129,147,87.75510204081633
1984,SPECIAL GROUPS,126,144,87.5
1984,STATISTICS,125,145,86.20689655172413
1984,TELECOMMUNICATIONS,250,290,86.20689655172413
1984,SCIENCE AND TECHNOLOGY,249,291,85.56701030927834
1984,DEVELOPMENT FINANCE,247,289,85.46712802768167
1984,PUBLIC ADMINISTRATION,362,425,85.1764705882353
1984,POLITICAL AND LEGAL QUESTIONS,6860,8063,85.07999503906734
1984,DEVELOPMENT,1203,1420,84.71830985915493
1984,INTERNATIONAL LAW,1063,1257,84.56642800318218
1984,POLITICAL EVENTS AND ISSUES,2898,3445,84.12191582002903
1984,INTERNATIONAL RELATIONS,3837,4579,83.79558855645337
1984,ECONOMIC CONDITIONS,344,412,83.49514563106796
1984,NUCLEAR SCIENCE,245,294,83.33333333333334
1984,PUBLIC FINANCE,1172,1414,82.88543140028288
1984,DISARMAMENT AND MILITARY QUESTIONS,5292,6399,82.70042194092827
1984,INTERNATIONAL TRADE LAW,324,399,81.203007518797
1984,MAINTENANCE OF PEACE AND SECURITY,3913,4821,81.16573325036299
1984,INDUSTRIAL DEVELOPMENT SUPPORT SERVICES,236,292,80.82191780821918
1984,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,110,138,79.71014492753623
1984,No Tag,211,284,74.29577464788733
1984,MONETARY ISSUES,82,129,63.565891472868216
1985,MARINE RESOURCES,148,149,99.32885906040269
1985,WATER,148,149,99.32885906040269
1985,EDUCATION,145,146,99.31506849315068
1985,NON-FORMAL EDUCATION,145,146,99.31506849315068
1985,EDUCATIONAL SYSTEMS,147,150,98.0
1985,WELFARE AND SOCIAL SERVICES,418,443,94.35665914221218
1985,POLLUTION,141,151,93.37748344370861
1985,STATISTICS,135,145,93.10344827586206
1985,LAW OF THE SEA,238,256,92.96875
1985,ENVIRONMENT,381,410,92.92682926829269
1985,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,1509,1636,92.23716381418093
1985,DEVELOPMENT,943,1039,90.76034648700674
1985,SOCIAL DEVELOPMENT,1476,1636,90.2200488997555
1985,LAW OF WAR,127,141,90.0709219858156
1985,No Tag,261,290,90.0
1985,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,406,452,89.82300884955751
1985,PROTECTION OF INTELLECTUAL AND CULTURAL PROPERTY,122,136,89.70588235294117
1985,CONFERENCES,130,147,88.43537414965986
1985,RECOMMENDATIONS,516,585,88.2051282051282
1985,GEOGRAPHY,92,106,86.79245283018868
1985,ECONOMIC CONDITIONS,754,877,85.97491448118586
1985,SCIENCE AND TECHNOLOGY,256,301,85.04983388704319
1985,DISCRIMINATION,2211,2612,84.64777947932619
1985,PUBLIC FINANCE,995,1176,84.60884353741497
1985,CULTURE,124,147,84.35374149659864
1985,SPECIAL GROUPS,126,150,84.0
1985,INTERNATIONAL LAW,1266,1511,83.78557246856386
1985,COMPUTER SCIENCE AND TECHNOLOGY,121,145,83.44827586206897
1985,HUMAN RIGHTS,3890,4675,83.20855614973262
1985,INTERNATIONAL RELATIONS,4260,5141,82.86325617584127
1985,TELECOMMUNICATIONS,241,291,82.81786941580756
1985,CONDITIONS OF EMPLOYMENT,480,580,82.75862068965517
1985,SPECIAL CATEGORIES OF WORKERS,120,145,82.75862068965517
1985,POLITICAL AND LEGAL QUESTIONS,7225,8735,82.71322266742987
1985,DISARMAMENT AND MILITARY QUESTIONS,6030,7310,82.48974008207935
1985,GENERAL AND NATIONAL LAW,687,840,81.78571428571428
1985,MAINTENANCE OF PEACE AND SECURITY,4977,6123,81.28368446839784
1985,DEVELOPMENT FINANCE,466,574,81.18466898954703
1985,NUCLEAR SCIENCE,234,297,78.78787878787878
1985,POLITICAL EVENTS AND ISSUES,2196,2891,75.95987547561397
1985,INTERNATIONAL TRADE LAW,323,436,74.08256880733946
1985,HISTORICAL PERIODS,152,238,63.86554621848739
1985,TRADE (GENERAL MATERIALS),90,144,62.5
1985,TRADE IN COMMODITIES,90,144,62.5
1986,NON-FORMAL EDUCATION,151,152,99.3421052631579
1986,SPECIAL HUMANITARIAN OPERATIONS,598,602,99.33554817275747
1986,HOUSING,151,153,98.69281045751634
1986,CULTURAL DEVELOPMENT,144,147,97.95918367346938
1986,TELECOMMUNICATIONS,146,151,96.68874172185431
1986,LAW OF THE SEA,144,150,96.0
1986,MARINE RESOURCES,144,150,96.0
1986,WOMEN'S ADVANCEMENT,146,154,94.8051948051948
1986,POLLUTION,139,149,93.28859060402685
1986,COMPUTER SCIENCE AND TECHNOLOGY,421,452,93.14159292035397
1986,WELFARE AND SOCIAL SERVICES,847,911,92.97475301866082
1986,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,1815,1959,92.64931087289433
1986,ENVIRONMENT,591,639,92.48826291079813
1986,GENERAL AND NATIONAL LAW,133,144,92.36111111111111
1986,LAW OF WAR,140,152,92.10526315789474
1986,LIFE SCIENCES,135,149,90.60402684563759
1986,GEOGRAPHY,308,340,90.58823529411765
1986,LAND FORMS AND ECOSYSTEMS,308,340,90.58823529411765
1986,RECOMMENDATIONS,812,902,90.02217294900223
1986,SOCIAL DEVELOPMENT,1996,2265,88.12362030905078
1986,TRADE IN COMMODITIES,135,154,87.66233766233766
1986,DEVELOPMENT FINANCE,500,574,87.10801393728222
1986,No Tag,247,285,86.66666666666667
1986,SCIENCE AND TECHNOLOGY,393,454,86.56387665198237
1986,INTERNATIONAL LAW,1412,1641,86.04509445460086
1986,PUBLIC FINANCE,488,569,85.76449912126537
1986,BANKING AND INVESTMENT,123,144,85.41666666666666
1986,INDUSTRIAL DEVELOPMENT SUPPORT SERVICES,123,144,85.41666666666666
1986,TRADE RELATED FINANCE,123,144,85.41666666666666
1986,NUCLEAR SCIENCE,635,745,85.23489932885906
1986,CULTURE,130,153,84.9673202614379
1986,DISCRIMINATION,1907,2245,84.94432071269487
1986,ECONOMIC CONDITIONS,368,434,84.7926267281106
1986,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,258,305,84.59016393442623
1986,DISARMAMENT AND MILITARY QUESTIONS,5626,6704,83.9200477326969
1986,HUMAN RIGHTS,4018,4810,83.53430353430353
1986,POLITICAL AND LEGAL QUESTIONS,8199,9831,83.39945071711932
1986,INTERNATIONAL RELATIONS,4142,4979,83.18939546093593
1986,SPECIAL GROUPS,125,151,82.78145695364239
1986,MAINTENANCE OF PEACE AND SECURITY,3848,4667,82.45125348189416
1986,POLITICAL EVENTS AND ISSUES,3529,4300,82.06976744186046
1986,DEVELOPMENT,484,593,81.61888701517707
1986,TRADE (GENERAL MATERIALS),206,270,76.29629629629629
